state,county,party,total_votes,number,per capita income
North Carolina,Watauga,REP,14451,1861,21854
Idaho,BearLake,REP,2914,1862,21853
Idaho,BearLake,DEM,350,1862,21853
West Virginia,Wirt,REP,2134,1863,21852
West Virginia,Wirt,DEM,466,1863,21852
Colorado,KitCarson,REP,3143,1864,21850
Colorado,KitCarson,DEM,662,1864,21850
Wisconsin,Jackson,REP,5791,1865,21849
Wisconsin,Jackson,DEM,4256,1865,21849
Nebraska,Brown,REP,1470,1866,21843
Nebraska,Brown,DEM,191,1866,21843
Nevada,Nye,REP,17528,1867,21838
Nevada,Nye,DEM,7288,1867,21838
West Virginia,Raleigh,REP,24673,1868,21837
West Virginia,Raleigh,DEM,7982,1868,21837
Illinois,Warren,REP,4671,1869,21832
Illinois,Warren,DEM,3087,1869,21832
Missouri,Gasconade,REP,6222,1870,21830
Missouri,Gasconade,DEM,1601,1870,21830
Idaho,Camas,REP,507,1871,21830
Idaho,Camas,DEM,149,1871,21830
Washington,GraysHarbor,REP,19590,1872,21828
Washington,GraysHarbor,DEM,17172,1872,21828
Pennsylvania,Greene,REP,12556,1873,21819
Pennsylvania,Greene,DEM,4900,1873,21819
Maine,Piscataquis,REP,61,1874,21818
Maine,Piscataquis,DEM,26,1874,21818
Virginia,Floyd,REP,6225,1875,21816
Virginia,Floyd,DEM,3004,1875,21816
Tennessee,Lincoln,REP,12258,1876,21811
Tennessee,Lincoln,DEM,2909,1876,21811
Kentucky,Madison,REP,27353,1877,21800
Kentucky,Madison,DEM,15580,1877,21800
Mississippi,Lee,REP,21297,1878,21799
Mississippi,Lee,DEM,9910,1878,21799
Florida,Wakulla,REP,12873,1879,21797
Florida,Wakulla,DEM,5348,1879,21797
Arkansas,White,REP,24057,1880,21793
Arkansas,White,DEM,5909,1880,21793
Oregon,Josephine,REP,31732,1881,21791
Oregon,Josephine,DEM,18430,1881,21791
Ohio,Carroll,REP,10525,1882,21783
Ohio,Carroll,DEM,3206,1882,21783
Kansas,Chase,REP,1114,1883,21775
Kansas,Chase,DEM,341,1883,21775
Kansas,Woodson,REP,1189,1884,21774
Kansas,Woodson,DEM,283,1884,21774
Virginia,Galax,REP,1838,1885,21769
Virginia,Galax,DEM,777,1885,21769
Nevada,Lyon,REP,20914,1886,21757
Nevada,Lyon,DEM,8473,1886,21757
South Dakota,Butte,REP,3731,1887,21744
South Dakota,Butte,DEM,939,1887,21744
Louisiana,Assumption,REP,7271,1888,21743
Louisiana,Assumption,DEM,3833,1888,21743
Pennsylvania,Crawford,REP,28002,1889,21741
Pennsylvania,Crawford,DEM,12610,1889,21741
Texas,Gray,REP,6812,1890,21738
Texas,Gray,DEM,820,1890,21738
Montana,Chouteau,REP,1888,1891,21737
Montana,Chouteau,DEM,988,1891,21737
Missouri,Stone,REP,14716,1892,21733
Missouri,Stone,DEM,3486,1892,21733
Michigan,VanBuren,REP,21591,1893,21732
Michigan,VanBuren,DEM,16800,1893,21732
Louisiana,WestFeliciana,REP,3863,1894,21720
Louisiana,WestFeliciana,DEM,2298,1894,21720
Utah,BoxElder,REP,21494,1895,21720
Utah,BoxElder,DEM,4461,1895,21720
Texas,Brazos,REP,47456,1896,21720
Texas,Brazos,DEM,35242,1896,21720
West Virginia,Greenbrier,REP,10925,1897,21720
West Virginia,Greenbrier,DEM,4655,1897,21720
Illinois,Union,REP,6157,1898,21719
Illinois,Union,DEM,2575,1898,21719
Montana,Lincoln,REP,8672,1899,21719
Montana,Lincoln,DEM,2835,1899,21719
Kansas,Stanton,REP,607,1900,21712
Kansas,Stanton,DEM,147,1900,21712
Texas,Robertson,REP,5631,1901,21709
Texas,Robertson,DEM,2359,1901,21709
Wisconsin,Grant,REP,14142,1902,21705
Wisconsin,Grant,DEM,10998,1902,21705
Tennessee,Stewart,REP,4942,1903,21701
Tennessee,Stewart,DEM,1230,1903,21701
Indiana,Cass,REP,10552,1904,21700
Indiana,Cass,DEM,4304,1904,21700
Georgia,Catoosa,REP,25167,1905,21690
Georgia,Catoosa,DEM,6932,1905,21690
Georgia,Dade,REP,6066,1906,21690
Georgia,Dade,DEM,1261,1906,21690
Texas,Erath,REP,13669,1907,21670
Texas,Erath,DEM,2914,1907,21670
California,Stanislaus,DEM,103459,1908,21663
California,Stanislaus,REP,101792,1908,21663
Texas,McLennan,REP,59432,1909,21660
Texas,McLennan,DEM,36550,1909,21660
Texas,Floyd,REP,1581,1910,21655
Texas,Floyd,DEM,437,1910,21655
West Virginia,Wetzel,REP,4993,1911,21653
West Virginia,Wetzel,DEM,1539,1911,21653
Tennessee,Bradley,REP,35194,1912,21649
Tennessee,Bradley,DEM,9849,1912,21649
Indiana,Pulaski,REP,4246,1913,21641
Indiana,Pulaski,DEM,1463,1913,21641
Texas,Rusk,REP,16511,1914,21640
Texas,Rusk,DEM,4624,1914,21640
Texas,Lynn,REP,1853,1915,21639
Texas,Lynn,DEM,428,1915,21639
North Carolina,Beaufort,REP,16437,1916,21636
North Carolina,Beaufort,DEM,9633,1916,21636
Kansas,Finney,REP,7079,1917,21629
Kansas,Finney,DEM,4155,1917,21629
Pennsylvania,Juniata,REP,9648,1918,21628
Pennsylvania,Juniata,DEM,2253,1918,21628
West Virginia,Boone,REP,6816,1919,21627
West Virginia,Boone,DEM,2041,1919,21627
Minnesota,Beltrami,REP,12188,1920,21622
Minnesota,Beltrami,DEM,11426,1920,21622
Texas,Hopkins,REP,12713,1922,21606
Texas,Hopkins,DEM,3043,1922,21606
Tennessee,DeKalb,REP,6663,1923,21606
Tennessee,DeKalb,DEM,1747,1923,21606
Iowa,Appanoose,REP,4512,1924,21599
Iowa,Appanoose,DEM,1891,1924,21599
Missouri,Howard,REP,3552,1925,21598
Missouri,Howard,DEM,1412,1925,21598
North Carolina,Avery,REP,7172,1926,21598
North Carolina,Avery,DEM,2191,1926,21598
Illinois,Saline,REP,8096,1927,21596
Illinois,Saline,DEM,2786,1927,21596
Oregon,Jefferson,REP,7044,1928,21593
Oregon,Jefferson,DEM,4306,1928,21593
Indiana,Randolph,REP,8312,1929,21592
Indiana,Randolph,DEM,2512,1929,21592
South Carolina,Newberry,REP,11443,1930,21591
South Carolina,Newberry,DEM,6958,1930,21591
Michigan,Ontonagon,REP,2358,1931,21585
Michigan,Ontonagon,DEM,1391,1931,21585
Virginia,Pittsylvania,REP,23751,1932,21583
Virginia,Pittsylvania,DEM,10115,1932,21583
California,Colusa,REP,4399,1933,21579
California,Colusa,DEM,3114,1933,21579
New York,Franklin,REP,8530,1934,21575
New York,Franklin,DEM,6586,1934,21575
Ohio,Columbiana,REP,35124,1935,21575
Ohio,Columbiana,DEM,13183,1935,21575
Texas,Gaines,REP,5323,1936,21572
Texas,Gaines,DEM,572,1936,21572
Alabama,Colbert,REP,17311,1937,21572
Alabama,Colbert,DEM,7057,1937,21572
Maine,Aroostook,REP,1141,1938,21566
Maine,Aroostook,DEM,1069,1938,21566
North Carolina,Wayne,REP,30709,1939,21557
North Carolina,Wayne,DEM,24215,1939,21557
Idaho,Adams,REP,1941,1940,21555
Idaho,Adams,DEM,591,1940,21555
Indiana,Clinton,REP,9334,1941,21554
Indiana,Clinton,DEM,3361,1941,21554
Missouri,Johnson,REP,15468,1942,21547
Missouri,Johnson,DEM,6961,1942,21547
Tennessee,Dickson,REP,17619,1943,21547
Tennessee,Dickson,DEM,6098,1943,21547
Louisiana,DeSoto,REP,9112,1944,21547
Louisiana,DeSoto,DEM,5457,1944,21547
Virginia,Cumberland,REP,3019,1945,21540
Virginia,Cumberland,DEM,2230,1945,21540
California,Lake,DEM,6874,1946,21537
California,Lake,REP,3955,1946,21537
Colorado,Sedgwick,REP,1121,1947,21536
Colorado,Sedgwick,DEM,301,1947,21536
Virginia,Essex,REP,3075,1948,21532
Virginia,Essex,DEM,3038,1948,21532
Texas,Burleson,REP,6740,1949,21529
Texas,Burleson,DEM,1786,1949,21529
Indiana,Madison,REP,31215,1950,21527
Indiana,Madison,DEM,19524,1950,21527
Indiana,Jefferson,REP,9659,1951,21524
Indiana,Jefferson,DEM,4731,1951,21524
Illinois,Fayette,REP,8025,1952,21523
Illinois,Fayette,DEM,1815,1952,21523
Montana,Lake,REP,9322,1953,21521
Montana,Lake,DEM,6916,1953,21521
Indiana,Putnam,REP,12278,1954,21520
Indiana,Putnam,DEM,3946,1954,21520
Kansas,Cowley,REP,9442,1955,21519
Kansas,Cowley,DEM,4171,1955,21519
Maine,Somerset,DEM,0,1956,21513
Maine,Somerset,REP,0,1956,21513
Oregon,Linn,REP,43422,1957,21500
Oregon,Linn,DEM,26448,1957,21500
Kentucky,Carlisle,REP,2159,1958,21500
Kentucky,Carlisle,DEM,463,1958,21500
Nebraska,Loup,REP,370,1959,21499
Nebraska,Loup,DEM,75,1959,21499
Michigan,Iron,REP,4216,1960,21499
Michigan,Iron,DEM,2493,1960,21499
Virginia,Craig,REP,2536,1962,21498
Virginia,Craig,DEM,587,1962,21498
Michigan,Crawford,REP,4955,1963,21492
Michigan,Crawford,DEM,2612,1963,21492
Kentucky,Calloway,REP,11351,1964,21490
Kentucky,Calloway,DEM,5794,1964,21490
Oregon,Klamath,REP,25048,1965,21489
Oregon,Klamath,DEM,10260,1965,21489
Ohio,Monroe,REP,5392,1966,21487
Ohio,Monroe,DEM,1597,1966,21487
Virginia,Scott,REP,9063,1967,21485
Virginia,Scott,DEM,1692,1967,21485
Georgia,Newton,DEM,29794,1968,21484
Georgia,Newton,REP,23869,1968,21484
Georgia,McIntosh,REP,4016,1969,21484
Georgia,McIntosh,DEM,2612,1969,21484
Missouri,Caldwell,REP,3725,1970,21482
Missouri,Caldwell,DEM,897,1970,21482
Ohio,Crawford,REP,15043,1971,21478
Ohio,Crawford,DEM,4831,1971,21478
Oklahoma,Carter,REP,14699,1972,21476
Oklahoma,Carter,DEM,4470,1972,21476
Kansas,Sherman,REP,2222,1973,21476
Kansas,Sherman,DEM,386,1973,21476
Indiana,Clay,REP,9498,1974,21474
Indiana,Clay,DEM,2549,1974,21474
Utah,Washington,REP,66585,1975,21472
Utah,Washington,DEM,20346,1975,21472
Texas,Lamar,REP,16698,1976,21468
Texas,Lamar,DEM,4420,1976,21468
West Virginia,Preston,REP,11190,1978,21457
West Virginia,Preston,DEM,3163,1978,21457
Oklahoma,Cotton,REP,2117,1979,21452
Oklahoma,Cotton,DEM,393,1979,21452
North Carolina,Lee,REP,16469,1980,21449
North Carolina,Lee,DEM,12143,1980,21449
Illinois,Logan,REP,9042,1981,21445
Illinois,Logan,DEM,3769,1981,21445
Georgia,Troup,REP,18146,1982,21443
Georgia,Troup,DEM,11585,1982,21443
Louisiana,RedRiver,REP,2413,1983,21443
Louisiana,RedRiver,DEM,1644,1983,21443
Maine,Oxford,DEM,0,1984,21441
Maine,Oxford,REP,0,1984,21441
Maine,Oxford,REP,1456,1984,21441
Maine,Oxford,DEM,807,1984,21441
Virginia,Lynchburg,DEM,18048,1985,21440
Virginia,Lynchburg,REP,17097,1985,21440
Alabama,Tallapoosa,REP,14905,1986,21434
Alabama,Tallapoosa,DEM,5815,1986,21434
Kentucky,Harrison,REP,6334,1987,21424
Kentucky,Harrison,DEM,2400,1987,21424
Nebraska,Webster,REP,1511,1988,21423
Nebraska,Webster,DEM,335,1988,21423
Indiana,Daviess,REP,9576,1989,21416
Indiana,Daviess,DEM,2169,1989,21416
Minnesota,Pine,REP,10256,1990,21413
Minnesota,Pine,DEM,5416,1990,21413
Florida,Hernando,REP,70321,1991,21411
Florida,Hernando,DEM,37446,1991,21411
Kansas,Geary,REP,5193,1992,21408
Kansas,Geary,DEM,3825,1992,21408
North Carolina,Mitchell,REP,7090,1993,21404
North Carolina,Mitchell,DEM,1867,1993,21404
North Carolina,Franklin,REP,20904,1994,21399
North Carolina,Franklin,DEM,15882,1994,21399
Tennessee,Marion,REP,9873,1995,21399
Tennessee,Marion,DEM,3165,1995,21399
Louisiana,Vernon,REP,14107,1996,21396
Louisiana,Vernon,DEM,2898,1996,21396
Texas,Yoakum,REP,2172,1997,21389
Texas,Yoakum,DEM,419,1997,21389
Mississippi,Lafayette,REP,12949,1998,21388
Mississippi,Lafayette,DEM,10070,1998,21388
New Mexico,Colfax,REP,3271,1999,21387
New Mexico,Colfax,DEM,2611,1999,21387
Georgia,Barrow,REP,26804,2000,21379
Georgia,Barrow,DEM,10453,2000,21379
Montana,Hill,REP,3957,2001,21376
Montana,Hill,DEM,2981,2001,21376
Kentucky,Crittenden,REP,3451,2002,21375
Kentucky,Crittenden,DEM,731,2002,21375
Indiana,Washington,REP,9114,2003,21370
Indiana,Washington,DEM,2784,2003,21370
Iowa,VanBuren,REP,2859,2004,21368
Iowa,VanBuren,DEM,875,2004,21368
Ohio,Lawrence,REP,19759,2005,21365
Ohio,Lawrence,DEM,7353,2005,21365
Virginia,Tazewell,REP,16731,2006,21358
Virginia,Tazewell,DEM,3205,2006,21358
Ohio,Williams,REP,13218,2007,21350
Ohio,Williams,DEM,4726,2007,21350
Mississippi,Lauderdale,REP,17967,2008,21346
Mississippi,Lauderdale,DEM,12960,2008,21346
Illinois,Pike,REP,6235,2009,21344
Illinois,Pike,DEM,1458,2009,21344
Alabama,Crenshaw,REP,4864,2010,21343
Alabama,Crenshaw,DEM,1700,2010,21343
Kentucky,Garrard,REP,6754,2011,21341
Kentucky,Garrard,DEM,1830,2011,21341
Louisiana,St.JohntheBaptist,DEM,13582,2012,21335
Louisiana,St.JohntheBaptist,REP,7538,2012,21335
Arkansas,Baxter,REP,15836,2013,21334
Arkansas,Baxter,DEM,4635,2013,21334
New Mexico,Taos,DEM,13030,2014,21333
New Mexico,Taos,REP,3663,2014,21333
California,SanBernardino,DEM,434162,2015,21332
California,SanBernardino,REP,348675,2015,21332
Kansas,Montgomery,REP,9768,2016,21332
Kansas,Montgomery,DEM,3147,2016,21332
Idaho,Bannock,REP,23331,2017,21327
Idaho,Bannock,DEM,14682,2017,21327
Indiana,Owen,REP,7285,2018,21318
Indiana,Owen,DEM,2419,2018,21318
Georgia,Gilmer,REP,13429,2019,21317
Georgia,Gilmer,DEM,2932,2019,21317
Louisiana,St.Mary,REP,14811,2020,21313
Louisiana,St.Mary,DEM,8055,2020,21313
West Virginia,Pleasants,REP,2742,2021,21312
West Virginia,Pleasants,DEM,699,2021,21312
North Carolina,Stokes,REP,20143,2022,21311
North Carolina,Stokes,DEM,5286,2022,21311
Ohio,Ross,REP,21687,2023,21310
Ohio,Ross,DEM,10345,2023,21310
Pennsylvania,Jefferson,REP,17928,2024,21300
Pennsylvania,Jefferson,DEM,4498,2024,21300
Georgia,Jasper,REP,5822,2025,21297
Georgia,Jasper,DEM,1761,2025,21297
North Carolina,Person,REP,13184,2026,21292
North Carolina,Person,DEM,8465,2026,21292
Florida,Polk,REP,194571,2027,21285
Florida,Polk,DEM,145022,2027,21285
Oklahoma,Garvin,REP,8878,2028,21285
Oklahoma,Garvin,DEM,1865,2028,21285
Pennsylvania,Clearfield,REP,29203,2029,21273
Pennsylvania,Clearfield,DEM,9673,2029,21273
Louisiana,Tangipahoa,REP,37806,2030,21273
Louisiana,Tangipahoa,DEM,18887,2030,21273
Tennessee,Hamblen,REP,18789,2031,21261
Tennessee,Hamblen,DEM,5497,2031,21261
New Mexico,SanJuan,REP,32874,2032,21260
New Mexico,SanJuan,DEM,18081,2032,21260
New Mexico,Curry,REP,10444,2033,21259
New Mexico,Curry,DEM,4307,2033,21259
West Virginia,Pendleton,REP,2782,2034,21253
West Virginia,Pendleton,DEM,820,2034,21253
Texas,Milam,REP,7950,2035,21248
Texas,Milam,DEM,2475,2035,21248
Kansas,Chautauqua,REP,1397,2036,21245
Kansas,Chautauqua,DEM,212,2036,21245
Texas,Brown,REP,13681,2037,21236
Texas,Brown,DEM,2103,2037,21236
Georgia,Carroll,REP,37476,2038,21227
Georgia,Carroll,DEM,16238,2038,21227
Indiana,Fulton,REP,6694,2039,21226
Indiana,Fulton,DEM,2280,2039,21226
Illinois,Vermilion,REP,20710,2040,21225
Illinois,Vermilion,DEM,10313,2040,21225
Oklahoma,Pawnee,REP,5267,2041,21220
Oklahoma,Pawnee,DEM,1363,2041,21220
Missouri,NewMadrid,REP,5447,2042,21215
Missouri,NewMadrid,DEM,1748,2042,21215
Maryland,Allegany,REP,20886,2043,21211
Maryland,Allegany,DEM,9158,2043,21211
Tennessee,Dyer,REP,11766,2044,21208
Tennessee,Dyer,DEM,3157,2044,21208
Washington,Whitman,DEM,10570,2045,21208
Washington,Whitman,REP,8642,2045,21208
Ohio,Brown,REP,16032,2046,21206
Ohio,Brown,DEM,4326,2046,21206
Indiana,Wabash,REP,10762,2047,21201
Indiana,Wabash,DEM,3494,2047,21201
Texas,Terry,REP,2809,2048,21201
Texas,Terry,DEM,757,2048,21201
California,Modoc,REP,2675,2049,21200
California,Modoc,DEM,1063,2049,21200
Indiana,Vigo,REP,24512,2050,21192
Indiana,Vigo,DEM,18080,2050,21192
North Carolina,Gates,REP,3367,2051,21187
North Carolina,Gates,DEM,2546,2051,21187
Florida,Jefferson,REP,4478,2052,21184
Florida,Jefferson,DEM,3895,2052,21184
South Carolina,Pickens,REP,42907,2053,21182
South Carolina,Pickens,DEM,13645,2053,21182
Texas,Hill,REP,11869,2054,21182
Texas,Hill,DEM,2829,2054,21182
Louisiana,Iberville,DEM,8514,2055,21177
Louisiana,Iberville,REP,7893,2055,21177
West Virginia,Lewis,REP,5782,2056,21175
West Virginia,Lewis,DEM,1538,2056,21175
Missouri,Phelps,REP,13438,2057,21173
Missouri,Phelps,DEM,5619,2057,21173
Ohio,Gallia,REP,10289,2058,21168
Ohio,Gallia,DEM,2911,2058,21168
Kansas,Neosho,REP,4795,2059,21163
Kansas,Neosho,DEM,1727,2059,21163
Tennessee,Smith,REP,7124,2060,21153
Tennessee,Smith,DEM,1798,2060,21153
Tennessee,Cumberland,REP,25167,2061,21141
Tennessee,Cumberland,DEM,6728,2061,21141
Nebraska,Dawes,REP,2931,2062,21137
Nebraska,Dawes,DEM,1082,2062,21137
Louisiana,JeffersonDavis,REP,11423,2063,21132
Louisiana,JeffersonDavis,DEM,3208,2063,21132
Iowa,Lucas,REP,3287,2064,21126
Iowa,Lucas,DEM,1284,2064,21126
West Virginia,Tucker,REP,2841,2065,21126
West Virginia,Tucker,DEM,938,2065,21126
Texas,Shelby,REP,7962,2066,21126
Texas,Shelby,DEM,2058,2066,21126
Texas,Eastland,REP,7216,2067,21125
Texas,Eastland,DEM,982,2067,21125
Missouri,Jasper,REP,37714,2068,21124
Missouri,Jasper,DEM,13539,2068,21124
Wisconsin,Ashland,DEM,4801,2069,21115
Wisconsin,Ashland,REP,3841,2069,21115
Indiana,Wayne,REP,17567,2070,21114
Indiana,Wayne,DEM,9524,2070,21114
Indiana,Elkhart,REP,46972,2071,21109
Indiana,Elkhart,DEM,26108,2071,21109
Oklahoma,Delaware,REP,13557,2072,21109
Oklahoma,Delaware,DEM,3472,2072,21109
North Carolina,Rockingham,REP,30997,2073,21102
North Carolina,Rockingham,DEM,15811,2073,21102
Texas,Cottle,REP,543,2074,21089
Texas,Cottle,DEM,113,2074,21089
North Carolina,Onslow,REP,46078,2075,21084
North Carolina,Onslow,DEM,24266,2075,21084
Mississippi,Grenada,REP,4889,2076,21084
Mississippi,Grenada,DEM,2866,2076,21084
South Carolina,Greenwood,REP,19431,2077,21053
South Carolina,Greenwood,DEM,12145,2077,21053
Indiana,Knox,REP,11654,2078,21047
Indiana,Knox,DEM,4067,2078,21047
Missouri,Bates,REP,6595,2079,21047
Missouri,Bates,DEM,1672,2079,21047
Kansas,Brown,REP,3206,2080,21046
Kansas,Brown,DEM,1088,2080,21046
Kansas,Comanche,REP,745,2081,21041
Kansas,Comanche,DEM,126,2081,21041
Ohio,Hocking,REP,9554,2082,21037
Ohio,Hocking,DEM,3836,2082,21037
Ohio,Harrison,REP,5668,2083,21029
Ohio,Harrison,DEM,1742,2083,21029
Ohio,Morgan,REP,4932,2084,21027
Ohio,Morgan,DEM,1703,2084,21027
Georgia,Bartow,REP,37674,2085,21022
Georgia,Bartow,DEM,12092,2085,21022
Texas,LiveOak,REP,4198,2086,21016
Texas,LiveOak,DEM,819,2086,21016
Missouri,Linn,REP,4344,2087,21015
Missouri,Linn,DEM,1274,2087,21015
North Carolina,Jackson,REP,11356,2088,21014
North Carolina,Jackson,DEM,9591,2088,21014
Missouri,Livingston,REP,5266,2089,21011
Missouri,Livingston,DEM,1409,2089,21011
Wisconsin,Rusk,REP,5257,2090,21004
Wisconsin,Rusk,DEM,2517,2090,21004
South Carolina,Lancaster,REP,30312,2091,21003
South Carolina,Lancaster,DEM,18937,2091,21003
Idaho,Butte,REP,1202,2092,20995
Idaho,Butte,DEM,188,2092,20995
Missouri,Montgomery,REP,4457,2093,20991
Missouri,Montgomery,DEM,1206,2093,20991
Texas,Angelina,REP,25070,2094,20982
Texas,Angelina,DEM,9136,2094,20982
Georgia,Bibb,DEM,43468,2095,20982
Georgia,Bibb,REP,26585,2095,20982
New York,Allegany,REP,12670,2096,20978
New York,Allegany,DEM,4188,2096,20978
Kansas,Crawford,REP,9752,2097,20974
Kansas,Crawford,DEM,5971,2097,20974
North Carolina,Wilson,DEM,20754,2098,20972
North Carolina,Wilson,REP,19581,2098,20972
Mississippi,Lowndes,REP,13800,2099,20951
Mississippi,Lowndes,DEM,13087,2099,20951
Missouri,Knox,REP,1486,2100,20946
Missouri,Knox,DEM,340,2100,20946
South Dakota,BonHomme,REP,2235,2101,20941
South Dakota,BonHomme,DEM,721,2101,20941
Oklahoma,Pottawatomie,REP,20240,2102,20937
Oklahoma,Pottawatomie,DEM,7275,2102,20937
Indiana,Perry,REP,5343,2103,20934
Indiana,Perry,DEM,3202,2103,20934
Virginia,Halifax,REP,10418,2104,20929
Virginia,Halifax,DEM,7666,2104,20929
Kentucky,Bracken,REP,3397,2105,20918
Kentucky,Bracken,DEM,799,2105,20918
North Carolina,Rowan,REP,49297,2106,20912
North Carolina,Rowan,DEM,23114,2106,20912
Arizona,Pinal,REP,107077,2107,20910
Arizona,Pinal,DEM,75106,2107,20910
Georgia,Lumpkin,REP,12163,2108,20908
Georgia,Lumpkin,DEM,3126,2108,20908
Tennessee,Obion,REP,10790,2109,20900
Tennessee,Obion,DEM,2589,2109,20900
Tennessee,Sequatchie,REP,5846,2110,20899
Tennessee,Sequatchie,DEM,1295,2110,20899
Kentucky,Meade,REP,10184,2111,20898
Kentucky,Meade,DEM,3632,2111,20898
Illinois,Edwards,REP,2833,2112,20898
Illinois,Edwards,DEM,488,2112,20898
Michigan,Schoolcraft,REP,3090,2113,20892
Michigan,Schoolcraft,DEM,1589,2113,20892
Vermont,Essex,DEM,9573,2114,20887
Vermont,Essex,REP,3415,2114,20887
Pennsylvania,Fayette,REP,39978,2115,20884
Pennsylvania,Fayette,DEM,19518,2115,20884
Indiana,Union,REP,2687,2116,20883
Indiana,Union,DEM,736,2116,20883
Oregon,Crook,REP,11103,2117,20883
Oregon,Crook,DEM,3715,2117,20883
Oklahoma,Payne,REP,17813,2119,20868
Oklahoma,Payne,DEM,10904,2119,20868
Georgia,Walker,REP,23174,2120,20865
Georgia,Walker,DEM,5769,2120,20865
Oregon,Harney,REP,3475,2121,20865
Oregon,Harney,DEM,894,2121,20865
Missouri,Pulaski,REP,10326,2122,20863
Missouri,Pulaski,DEM,3735,2122,20863
Nevada,Esmeralda,REP,400,2123,20862
Nevada,Esmeralda,DEM,74,2123,20862
Texas,Martin,REP,1857,2124,20859
Texas,Martin,DEM,288,2124,20859
Indiana,Delaware,REP,26724,2125,20854
Indiana,Delaware,DEM,20328,2125,20854
West Virginia,Taylor,REP,5477,2126,20848
West Virginia,Taylor,DEM,1796,2126,20848
North Carolina,Ashe,REP,11451,2127,20838
North Carolina,Ashe,DEM,4164,2127,20838
Virginia,Smyth,REP,10963,2128,20837
Virginia,Smyth,DEM,3008,2128,20837
Oregon,Umatilla,REP,21002,2129,20836
Oregon,Umatilla,DEM,10499,2129,20836
Arizona,Mohave,REP,78535,2130,20833
Arizona,Mohave,DEM,24831,2130,20833
Alabama,Calhoun,REP,34964,2131,20828
Alabama,Calhoun,DEM,15118,2131,20828
Missouri,Scott,REP,13769,2132,20825
Missouri,Scott,DEM,3753,2132,20825
Maine,Washington,DEM,0,2133,20807
Maine,Washington,REP,0,2133,20807
Maine,Washington,REP,540,2133,20807
Maine,Washington,DEM,415,2133,20807
Louisiana,Natchitoches,REP,9358,2134,20802
Louisiana,Natchitoches,DEM,6896,2134,20802
Pennsylvania,Mifflin,REP,16663,2135,20794
Pennsylvania,Mifflin,DEM,4599,2135,20794
Arizona,Gila,REP,18377,2136,20792
Arizona,Gila,DEM,8943,2136,20792
Georgia,Liberty,DEM,13051,2137,20791
Georgia,Liberty,REP,7944,2137,20791
Ohio,Muskingum,REP,27334,2138,20775
Ohio,Muskingum,DEM,11755,2138,20775
Utah,Utah,REP,183778,2139,20774
Utah,Utah,DEM,72739,2139,20774
Michigan,Tuscola,REP,20310,2140,20767
Michigan,Tuscola,DEM,8713,2140,20767
Alabama,Cullman,REP,36804,2141,20760
Alabama,Cullman,DEM,4454,2141,20760
Wisconsin,Clark,REP,10002,2142,20754
Wisconsin,Clark,DEM,4524,2142,20754
South Carolina,Edgefield,REP,8184,2143,20753
South Carolina,Edgefield,DEM,4953,2143,20753
Kentucky,Graves,REP,13206,2144,20746
Kentucky,Graves,DEM,3559,2144,20746
Colorado,Costilla,DEM,1311,2145,20742
Colorado,Costilla,REP,741,2145,20742
Pennsylvania,Huntingdon,REP,17059,2146,20739
Pennsylvania,Huntingdon,DEM,5448,2146,20739
Tennessee,Marshall,REP,11029,2147,20739
Tennessee,Marshall,DEM,3603,2147,20739
Nebraska,Hooker,REP,376,2148,20737
Nebraska,Hooker,DEM,59,2148,20737
Washington,Okanogan,REP,11710,2149,20735
Washington,Okanogan,DEM,8788,2149,20735
Alabama,Blount,REP,24595,2150,20730
Alabama,Blount,DEM,2627,2150,20730
Colorado,Saguache,DEM,1884,2151,20726
Colorado,Saguache,REP,1413,2151,20726
Colorado,Phillips,REP,1958,2152,20720
Colorado,Phillips,DEM,486,2152,20720
Arkansas,Union,REP,10446,2153,20718
Arkansas,Union,DEM,5559,2153,20718
Michigan,Sanilac,REP,16194,2154,20713
Michigan,Sanilac,DEM,5966,2154,20713
West Virginia,Tyler,REP,3226,2155,20704
West Virginia,Tyler,DEM,631,2155,20704
Alabama,Chilton,REP,16052,2156,20701
Alabama,Chilton,DEM,3056,2156,20701
Alabama,Walker,REP,25947,2157,20698
Alabama,Walker,DEM,4826,2157,20698
Texas,Briscoe,REP,639,2158,20697
Texas,Briscoe,DEM,77,2158,20697
Colorado,Morgan,REP,9593,2159,20680
Colorado,Morgan,DEM,3876,2159,20680
Missouri,Barton,REP,5168,2160,20678
Missouri,Barton,DEM,844,2160,20678
Texas,McCulloch,REP,2898,2161,20677
Texas,McCulloch,DEM,490,2161,20677
Kentucky,Pulaski,REP,25441,2162,20667
Kentucky,Pulaski,DEM,5664,2162,20667
Oregon,Morrow,REP,3557,2163,20663
Oregon,Morrow,DEM,1345,2163,20663
Tennessee,Hawkins,REP,20372,2164,20662
Tennessee,Hawkins,DEM,4069,2164,20662
